,order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
1132633,1328033,68095,prior,9,3,14,2.0
2424938,682133,145926,prior,3,3,8,30.0
1052579,1271530,63348,test,14,1,20,30.0
3399151,929675,204846,prior,54,4,14,1.0
1007931,1244836,60563,prior,24,0,17,8.0
683703,2571060,41216,train,4,2,14,11.0
477118,1261398,28765,prior,20,4,15,4.0
335276,1681361,20309,prior,9,2,13,7.0
3117751,641372,187995,prior,3,1,12,6.0
2332431,2772317,140426,prior,2,2,4,30.0
2315029,1445628,139424,prior,13,2,19,0.0
2230097,2463682,134349,prior,6,5,10,2.0
881300,2468865,52960,prior,16,4,18,12.0
351270,1268293,21231,prior,43,0,8,15.0
624734,1154297,37636,prior,31,0,10,15.0
946806,1118307,56802,prior,2,5,18,6.0
1901995,1535076,114194,prior,16,4,4,4.0
277566,2407642,16762,prior,36,1,10,3.0
3322404,2468985,200246,prior,10,6,11,14.0
547146,2583105,32971,prior,58,5,12,2.0
2826149,1013592,170515,prior,46,3,18,3.0
1409861,2122361,84702,prior,5,3,11,2.0
254603,1370792,15439,prior,19,2,8,9.0
142717,1033581,8576,prior,1,5,11,
1560237,2331239,93713,prior,6,1,8,30.0
2415505,988947,145364,prior,20,0,16,5.0
56399,1154528,3499,prior,11,0,21,20.0
2419119,2323025,145561,prior,4,2,11,8.0
1447548,2938792,86986,prior,11,5,11,10.0
465297,2840019,28015,prior,2,0,14,2.0
2042794,146839,122753,prior,56,1,8,0.0
648565,2850604,39046,prior,55,5,13,1.0
2241176,1949185,134984,prior,54,6,7,4.0
584306,507622,35198,prior,1,5,22,
890613,2438287,53507,prior,14,3,17,22.0
2307301,1711774,138947,prior,39,4,12,4.0
3382252,2467655,203833,prior,16,5,19,5.0
3212060,2687343,193654,prior,14,1,7,7.0
3414452,2439971,205804,prior,42,2,11,2.0
510958,1203172,30814,prior,13,2,12,22.0
2206828,3232569,132908,prior,2,0,11,14.0
1616541,1310176,97054,prior,25,5,15,7.0
3154337,2209187,190219,prior,37,0,19,6.0
2869964,1950470,173143,prior,6,0,15,8.0
1033962,3255103,62207,prior,8,3,19,30.0
2868664,1088712,173069,prior,17,1,8,17.0
2865637,2204605,172890,prior,20,6,16,8.0
1569755,3071175,94302,prior,10,0,11,6.0
299543,246630,18108,prior,11,0,22,4.0
505035,591985,30485,train,21,0,18,7.0
1390948,63831,83608,prior,7,3,9,3.0
2209025,1732457,133052,prior,33,3,9,3.0
1094818,2335937,65959,prior,41,4,15,3.0
1454693,1812257,87390,prior,6,0,16,19.0
1798564,2456768,108021,prior,14,4,13,9.0
1542474,844477,92643,prior,4,2,21,3.0
2072216,398949,124588,prior,2,6,8,22.0
582208,1981472,35072,prior,6,0,17,13.0
1400342,1920464,84134,prior,2,6,22,7.0
1614575,921580,96932,prior,22,0,16,7.0
429345,2535674,25811,prior,51,6,19,8.0
1659977,3015219,99669,prior,23,6,13,7.0
2427844,3412561,146085,prior,51,3,16,2.0
905113,341557,54364,prior,8,2,10,14.0
1780488,3100550,106897,prior,44,4,11,8.0
983585,675276,59132,test,8,4,18,30.0
1380145,680206,82943,prior,55,5,16,1.0
100630,1634698,6077,prior,8,4,10,30.0
3107389,2039687,187378,prior,20,4,16,14.0
2112472,1390651,127049,prior,12,2,11,12.0
978494,224661,58818,prior,16,1,16,1.0
1698593,412860,101955,prior,23,5,15,6.0
906598,1691604,54450,prior,3,1,8,7.0
2238706,1768800,134857,train,10,1,16,11.0
1704029,2539410,102301,prior,6,0,17,13.0
3172357,2772086,191278,prior,8,0,5,8.0
1902164,534913,114197,prior,30,1,10,7.0
1446139,2991766,86896,prior,10,1,8,5.0
2260055,3116060,136111,prior,7,1,17,14.0
604257,1742788,36446,prior,15,1,19,9.0
2167835,2401257,130427,prior,20,4,11,2.0
3372969,2541263,203266,prior,29,5,18,6.0
79137,1284697,4825,prior,25,6,13,6.0
943426,2918039,56603,prior,8,6,18,2.0
1662811,1057769,99823,train,13,0,9,21.0
2641201,569299,159006,prior,23,3,17,4.0
1360414,1085525,81756,prior,24,1,13,7.0
3208996,152738,193474,train,4,2,6,16.0
1005556,2655956,60425,prior,43,3,19,6.0
161869,2013560,9743,prior,19,6,10,4.0
2978110,975561,179733,prior,6,3,12,15.0
1270698,1316810,76416,prior,4,4,22,30.0
1702011,920539,102186,prior,5,1,18,30.0
1520970,33213,91377,prior,3,0,15,17.0
2463866,1785265,148286,prior,17,0,9,6.0
1915189,2744234,114990,prior,23,0,8,7.0
3365764,749494,202873,prior,30,0,19,8.0
2766275,1508174,166752,prior,14,0,12,10.0
1847884,1250648,110916,prior,11,1,9,6.0
3259745,833030,196457,prior,42,4,12,3.0
194334,855938,11783,prior,14,4,18,1.0
2286421,2178303,137713,prior,4,5,9,7.0
245678,2241973,14862,prior,5,4,15,30.0
2563614,194669,154268,prior,2,2,20,21.0
1891903,640024,113582,prior,6,6,8,14.0
3101660,357286,187037,prior,3,5,14,30.0
1785233,1326726,107211,prior,4,4,10,30.0
1903367,1464827,114270,prior,10,6,13,14.0
3305096,3233449,199193,prior,12,2,11,15.0
755350,3357120,45445,prior,28,4,10,9.0
2022954,1656226,121524,prior,18,2,14,4.0
471942,2680062,28464,prior,4,1,15,4.0
199597,1345217,12087,prior,7,5,12,10.0
1652143,3248282,99184,prior,1,1,14,
1098134,31898,66156,prior,4,5,14,8.0
845737,801321,50812,prior,11,2,9,30.0
825911,2681594,49675,prior,13,2,9,8.0
2729692,1624601,164465,prior,59,5,13,4.0
7428,3231063,459,prior,11,3,9,16.0
1582401,1644938,95009,prior,19,3,8,9.0
602724,2817308,36359,prior,33,5,14,4.0
3235823,585348,195040,prior,4,5,9,2.0
920312,3286253,55213,test,8,3,9,4.0
1229975,3148640,73915,prior,18,4,18,23.0
384296,14135,23106,prior,1,6,13,
1208592,493493,72668,prior,73,0,9,5.0
125411,1272365,7565,prior,51,1,9,3.0
3169014,1462507,191081,prior,2,4,9,18.0
231843,19123,14052,prior,6,1,9,21.0
3264933,265767,196770,prior,2,2,8,5.0
3129323,3114979,188659,prior,31,2,15,0.0
1166878,1937098,70123,prior,8,5,8,30.0
3290109,1053386,198286,prior,3,2,15,29.0
2648315,2002653,159426,prior,39,6,20,8.0
1586839,2763818,95278,prior,6,0,16,10.0
3319777,2694175,200096,prior,5,1,12,30.0
3345646,218011,201662,prior,37,2,15,6.0
852551,1666231,51239,prior,23,1,12,3.0
3114185,844316,187791,prior,1,6,16,
2229959,1711618,134345,prior,11,6,17,5.0
2887598,944396,174226,prior,37,1,9,9.0
1364014,1032305,81965,prior,39,0,13,1.0
1808296,799017,108581,prior,23,3,18,6.0
1546997,3085226,92925,prior,6,4,14,3.0
1778660,1769426,106799,prior,29,3,10,8.0
2393537,2679267,144024,prior,2,0,11,7.0
1962108,2501314,117824,prior,7,1,12,19.0
1506018,2790027,90509,prior,4,5,16,5.0
2112710,1388102,127062,prior,13,4,15,9.0
2049243,2117114,123143,prior,26,3,16,5.0
713872,382907,43006,prior,14,0,18,8.0
800458,737572,48132,prior,8,0,16,27.0
2372139,1289949,142780,prior,43,6,18,3.0
1504088,1180585,90384,prior,28,5,7,7.0
2267786,2435356,136558,prior,3,4,9,1.0
1459344,3116449,87683,prior,3,6,10,30.0
586115,1520570,35314,train,41,1,18,21.0
413361,2471153,24879,prior,5,6,17,4.0
1621369,658961,97362,prior,12,6,17,3.0
2336960,3064888,140694,prior,31,4,7,1.0
754121,1951264,45374,prior,16,4,12,2.0
666518,3399246,40161,prior,7,5,12,14.0
2630962,3277873,158413,prior,1,6,17,
1773372,3156848,106483,prior,2,3,17,12.0
621400,637576,37473,prior,2,2,10,6.0
2582278,27475,155427,prior,14,4,16,9.0
903425,2552685,54259,train,100,1,10,4.0
3288102,1586652,198174,prior,2,5,19,13.0
2614806,632401,157429,prior,28,2,14,6.0
133840,1440859,8082,prior,6,2,12,7.0
1756902,3158256,105449,prior,5,2,17,30.0
53662,1881161,3344,train,9,1,20,9.0
251786,70233,15221,prior,29,5,8,26.0
3176042,455621,191512,prior,27,5,11,5.0
319861,3281298,19366,prior,2,0,13,14.0
157316,3082099,9464,prior,2,2,13,25.0
1410312,1367821,84727,prior,3,1,18,6.0
1417442,2329299,85150,prior,24,5,19,8.0
1748955,423406,104995,test,13,3,16,14.0
1079556,2294799,65044,prior,19,6,13,11.0
1669687,218444,100244,prior,11,1,17,5.0
2013935,3397821,121010,prior,6,2,21,10.0
354026,83962,21386,prior,8,0,17,1.0
1830957,3373684,109972,prior,1,2,21,
2626040,3036157,158106,prior,16,6,13,6.0
474798,2525372,28624,prior,49,1,15,30.0
413557,2603558,24898,prior,10,1,13,3.0
3052534,511460,184114,prior,3,1,16,14.0
783893,2704759,47138,prior,14,0,0,30.0
2607921,2060890,156987,test,11,5,8,24.0
2001587,2950891,120271,prior,7,5,13,4.0
1345060,1041598,80818,prior,27,2,18,5.0
1362543,1757623,81868,prior,20,6,12,21.0
811827,2264150,48838,prior,26,0,11,7.0
3148854,1782560,189886,prior,13,6,11,6.0
2812949,1081711,169733,prior,16,1,11,21.0
1136838,1704933,68320,prior,10,2,8,7.0
1187946,1381746,71406,prior,11,6,10,3.0
1462963,1695567,87930,prior,5,1,9,27.0
677161,1504665,40822,prior,56,0,21,0.0
2358817,1049034,141993,prior,56,2,5,2.0
531200,2167196,32034,prior,16,5,21,0.0
1506877,2813598,90547,test,6,3,18,30.0
657582,1704540,39616,prior,2,1,18,16.0
1702224,176624,102197,prior,4,6,14,0.0
1925916,705993,115676,prior,8,0,12,20.0
403060,223162,24229,prior,8,0,13,30.0
346377,2508123,20957,prior,4,6,13,6.0
2126077,1564749,127879,prior,4,6,20,14.0
1328132,583952,79799,prior,4,4,21,5.0
2009809,1386875,120776,prior,3,0,20,30.0
1631563,1588158,97951,prior,10,2,18,3.0
2821707,1691669,170239,prior,44,0,13,2.0
1639529,2605422,98444,prior,24,3,11,5.0
2230144,1604565,134351,prior,7,0,19,8.0
2307572,1389288,138956,prior,31,1,15,2.0
739000,1870395,44494,prior,15,1,10,3.0
2029107,2984702,121880,prior,5,4,20,13.0
998679,2239226,60005,prior,10,0,17,7.0
1116139,1096312,67150,prior,21,4,21,2.0
1608449,368935,96558,prior,21,4,13,10.0
711210,3378221,42863,prior,2,2,9,30.0
766121,1219988,46060,prior,4,4,8,30.0
1583144,2290628,95061,prior,36,6,10,4.0
962139,1278326,57767,prior,25,1,8,11.0
813408,1364910,48935,prior,20,4,12,2.0
2520335,1851943,151671,prior,2,2,20,13.0
3222982,3287471,194310,prior,57,1,16,0.0
162404,2846677,9785,prior,7,0,15,7.0
1604552,2365112,96335,prior,15,6,10,3.0
274029,785554,16573,prior,39,5,17,4.0
2846864,3406100,171769,prior,2,3,0,14.0
2040533,997452,122620,train,29,2,13,30.0
420558,2348609,25304,prior,3,3,17,10.0
2355895,2751140,141819,prior,10,4,17,30.0
1393221,1325936,83731,prior,68,4,12,3.0
2046544,2509817,122973,prior,23,5,12,7.0
2185766,756021,131601,test,62,1,8,6.0
2980433,3026934,179853,prior,6,5,16,10.0
254007,1279611,15395,prior,25,0,12,3.0
2408146,2476083,144938,prior,30,0,13,5.0
373259,3050957,22488,prior,31,4,16,10.0
2111799,1989090,127007,prior,8,0,19,0.0
1647800,79209,98923,prior,14,3,19,8.0
741253,1683223,44628,prior,22,1,8,10.0
3220866,886407,194173,prior,11,2,18,6.0
950541,115672,57019,prior,5,4,14,30.0
157456,858052,9473,prior,21,2,16,11.0
1791925,3350287,107630,prior,8,0,13,13.0
554567,3068702,33438,prior,27,0,17,7.0
2836259,1359953,171161,prior,23,0,9,3.0
2435832,647131,146563,prior,2,4,7,30.0
3365815,2483943,202876,prior,23,3,1,3.0
3343867,2993714,201573,prior,23,4,13,6.0
1779348,528274,106834,train,5,3,12,25.0
1256699,3262500,75587,prior,4,4,11,6.0
1310739,2617791,78780,prior,16,0,8,7.0
3112933,780197,187731,prior,20,0,14,4.0
4486,192713,280,prior,6,3,20,3.0
2621355,59606,157815,prior,17,4,14,6.0
1446032,691481,86884,prior,11,3,6,8.0
662817,1214595,39926,prior,2,5,15,9.0
1953016,1124053,117256,prior,2,4,12,2.0
791576,158526,47604,prior,1,2,13,
2510435,1625990,151137,prior,8,1,10,7.0
2822417,1197281,170280,prior,2,2,7,4.0
2052785,3284482,123358,prior,5,0,21,7.0
2684069,446743,161636,prior,32,5,16,5.0
3007591,1791632,181473,prior,6,0,18,9.0
2133586,921715,128325,prior,2,0,9,15.0
2812964,1039752,169735,prior,1,0,9,
1831672,101297,110008,prior,9,0,17,21.0
1178535,2758534,70844,prior,9,6,14,8.0
1428568,1814546,85845,prior,1,3,16,
96657,3226422,5850,prior,17,3,13,30.0
3362395,2106626,202668,prior,11,1,17,9.0
3037859,2124098,183268,prior,55,4,21,8.0
145220,257167,8737,prior,54,0,10,4.0
3358874,2322252,202461,prior,8,0,10,30.0
2355244,873269,141778,prior,27,6,21,6.0
2471616,885475,148734,prior,1,0,10,
1962479,3349931,117848,prior,26,1,15,7.0
3201902,692088,193040,prior,38,2,11,1.0
632740,892495,38121,prior,5,1,12,7.0
2318812,2672731,139633,prior,8,6,4,3.0
1056722,2114768,63642,prior,23,4,23,7.0
2070560,3016593,124474,prior,12,4,11,3.0
379328,1551821,22824,prior,35,5,19,18.0
1760448,3207382,105665,prior,1,0,9,
1875123,2439128,112559,prior,9,4,14,1.0
493461,2130892,29781,prior,10,4,9,10.0
683862,2831253,41222,prior,10,3,17,9.0
1240438,3395486,74575,prior,72,4,9,8.0
1104226,1130395,66473,prior,5,1,12,4.0
1755737,2464656,105370,prior,24,1,13,8.0
2444084,290486,147083,prior,10,1,22,24.0
1826468,2502951,109708,prior,6,1,17,7.0
1713064,1388312,102870,prior,26,1,13,11.0
1276504,1402174,76764,prior,40,6,16,0.0
2871746,1811953,173272,prior,4,6,11,28.0
1519854,1180644,91326,prior,7,2,14,6.0
1563811,1843226,93934,prior,2,1,14,6.0
669456,2763077,40334,train,6,2,18,17.0
604803,2696039,36479,prior,44,6,15,7.0
1114423,355397,67038,prior,2,3,22,6.0
344076,2836771,20823,prior,20,0,9,3.0
494520,1004139,29860,prior,11,5,9,8.0
891728,2186619,53566,prior,47,2,17,1.0
1378417,830923,82840,prior,13,0,13,7.0
1029249,1496866,61899,prior,17,4,13,1.0
2737583,671359,164941,prior,31,1,18,3.0
2281397,576843,137402,prior,6,3,22,30.0
2016558,954775,121165,prior,44,0,10,8.0
1548871,1984792,93047,prior,28,6,15,4.0
1975875,2614190,118667,prior,1,4,12,
1760382,3254451,105657,prior,8,3,16,9.0
1866980,2605714,112036,prior,8,5,19,4.0
2509569,2962677,151083,prior,31,0,16,7.0
2625599,1203080,158082,prior,1,5,9,
2814609,2411793,169834,prior,43,2,6,2.0
2732215,2131146,164648,prior,26,3,7,8.0
41970,400220,2584,prior,11,3,10,8.0
3363497,2565969,202733,prior,62,6,7,3.0
1726299,666472,103632,prior,15,2,15,16.0
1901315,2136620,114141,prior,21,5,15,4.0
65034,2958163,4032,test,7,3,15,30.0
1033955,1245367,62207,prior,1,3,17,
2961286,453278,178731,prior,3,6,15,30.0
507857,354517,30644,prior,5,6,15,4.0
537049,445088,32378,prior,14,0,14,6.0
3386495,2820048,204096,prior,7,2,9,30.0
235095,224654,14265,prior,1,6,15,
540374,1302348,32586,prior,5,5,13,30.0
2868338,2655904,173042,prior,1,0,15,
333384,1576431,20179,prior,43,6,18,6.0
1409596,2177349,84679,prior,14,2,18,8.0
2511228,882324,151189,prior,11,0,13,30.0
1698372,3053774,101941,prior,4,4,15,14.0
497232,768311,29999,prior,4,0,16,12.0
2419437,118238,145580,prior,15,0,9,8.0
3168110,3145517,191021,prior,9,4,16,30.0
172973,2584004,10449,prior,5,4,16,2.0
2259729,300782,136097,prior,12,1,16,14.0
1905358,729958,114398,prior,21,1,14,9.0
3253382,1269281,196095,prior,15,1,10,21.0
592907,3283939,35733,prior,5,0,14,30.0
2638966,1237554,158883,prior,5,2,23,6.0
1506566,374710,90528,prior,2,1,8,18.0
1635711,1133744,98201,prior,11,5,19,10.0
2335543,408601,140609,prior,75,3,9,7.0
900133,1708275,54057,prior,3,5,8,12.0
1511438,877969,90831,prior,26,3,7,3.0
2417146,3398980,145455,prior,4,5,11,30.0
434067,734436,26081,prior,2,5,22,7.0
1905830,133049,114428,prior,19,4,16,14.0
1756637,2648449,105427,prior,15,1,23,15.0
2820470,1388319,170174,prior,26,5,15,3.0
1559536,216525,93666,prior,7,6,15,3.0
1242577,650278,74709,prior,1,2,16,
1972331,1597300,118444,prior,1,4,22,
2428227,1008781,146105,prior,8,2,12,30.0
3097702,1742394,186809,prior,4,6,20,4.0
343752,1644828,20808,prior,2,5,9,14.0
3362039,2894242,202652,train,11,0,8,15.0
3033379,2971474,183026,prior,16,4,17,3.0
161384,121908,9711,train,12,0,13,26.0
550671,546064,33200,prior,47,3,12,7.0
3104303,106098,187206,prior,1,3,13,
395909,485056,23790,prior,10,5,16,13.0
1392487,378632,83694,prior,11,4,15,30.0
506557,1888708,30572,prior,4,4,19,20.0
1355812,775660,81484,prior,55,6,10,9.0
2056149,2198120,123569,prior,29,3,8,7.0
1540308,2105467,92519,prior,11,0,2,16.0
1074882,854643,64763,prior,14,2,17,23.0
1612890,1365109,96829,prior,8,5,15,21.0
3238766,2650227,195227,prior,17,4,8,14.0
1469446,197038,88309,prior,10,2,9,3.0
2124533,104386,127789,prior,1,3,20,
309316,1816839,18702,prior,45,4,20,2.0
2036026,2257186,122325,prior,4,0,15,7.0
902842,2926004,54239,prior,4,0,12,30.0
2281977,2798100,137435,prior,13,1,10,4.0
1715342,3235518,103003,prior,1,0,23,
1342358,1179241,80647,prior,38,2,14,4.0
1892939,1151057,113641,train,5,2,17,30.0
270435,2512472,16358,prior,1,6,13,
2888482,1083990,174295,test,4,1,11,7.0
2429394,3125933,146171,prior,2,0,12,5.0
3261146,1700595,196540,prior,7,6,17,6.0
2017664,2013895,121233,prior,15,1,11,5.0
1374735,1555360,82598,test,100,2,9,3.0
1788246,3003337,107406,prior,10,6,12,19.0
3384362,1427492,203953,prior,10,1,12,16.0
2110622,3329891,126936,prior,19,4,13,11.0
2886220,2415052,174141,prior,9,1,11,20.0
3215768,165860,193896,prior,12,3,18,5.0
2352907,3151281,141638,prior,29,0,12,7.0
2158729,2121825,129846,prior,40,5,16,4.0
1982722,2054116,119079,prior,8,4,18,8.0
2833990,2037922,171007,prior,3,2,15,13.0
975508,1802900,58632,prior,17,1,23,8.0
744443,163585,44821,prior,16,4,21,6.0
1622532,2799892,97429,prior,13,1,18,9.0
891984,585610,53581,prior,1,5,16,
185344,1516640,11204,prior,33,2,11,15.0
2964734,1839473,178916,prior,31,1,12,8.0
947199,1032798,56827,prior,20,6,18,3.0
887580,2489695,53343,prior,39,1,8,7.0
28155,1239711,1744,prior,1,2,9,
3399763,575178,204884,prior,4,4,12,5.0
483745,2614985,29170,prior,3,3,14,16.0
1404719,55073,84396,prior,8,0,17,6.0
862285,1308652,51814,prior,23,3,8,16.0
497770,2095855,30030,train,51,0,14,8.0
736076,2742428,44298,prior,20,5,18,0.0
2198263,155314,132341,prior,18,6,13,7.0
1221214,694705,73421,prior,17,0,17,1.0
2699404,833034,162580,prior,7,4,10,25.0
3000056,1572482,181009,prior,18,0,15,6.0
1790868,1189823,107563,prior,14,4,19,24.0
1778675,935542,106799,prior,44,0,8,4.0
1432852,1925051,86117,prior,52,2,20,7.0
1434948,1246980,86241,prior,18,2,10,9.0
2083657,2915999,125280,prior,30,6,7,4.0
2395562,2705450,144155,prior,2,6,11,30.0
704433,248686,42428,prior,7,5,16,6.0
1076153,3240448,64843,prior,20,0,13,20.0
485245,1272410,29259,test,8,0,15,21.0
1971068,1845382,118372,prior,7,2,14,6.0
2701555,2404709,162716,prior,1,3,10,
241037,1542690,14586,prior,6,0,22,28.0
3401872,2968927,205026,prior,12,1,15,7.0
304816,2538781,18423,train,4,2,10,30.0
158706,2005787,9531,prior,12,5,11,13.0
2497699,1462494,150338,prior,16,5,12,14.0
1913780,1751078,114908,prior,12,0,9,13.0
2784842,3019940,167932,prior,26,0,14,30.0
668449,3174327,40274,prior,6,4,7,5.0
2407590,3345975,144904,prior,48,0,13,3.0
95792,2736135,5789,prior,6,6,15,29.0
2828308,1042071,170642,prior,3,4,8,10.0
870076,3090928,52287,prior,65,3,14,7.0
3178797,3060693,191685,prior,4,0,17,6.0
1218311,2670403,73245,prior,10,6,15,8.0
2730113,775688,164489,prior,1,2,9,
2156745,1229044,129731,prior,20,0,11,8.0
43616,1857221,2683,prior,13,3,14,2.0
513537,2553729,30981,prior,6,2,14,6.0
1392997,3137924,83720,prior,15,2,0,7.0
1032393,2002764,62112,prior,5,1,8,7.0
2557643,83284,153907,prior,38,0,22,7.0
1809278,1447350,108638,prior,2,5,7,9.0
3227379,2431939,194562,prior,36,2,17,4.0
3386845,657843,204112,prior,47,5,11,2.0
2955892,39042,178372,prior,5,6,19,21.0
368760,350186,22273,prior,28,0,21,2.0
3007848,173815,181497,prior,12,3,13,10.0
3187153,2892288,192169,prior,1,6,17,
2258635,123738,136031,prior,3,5,9,30.0
1651904,3417656,99167,prior,16,3,14,5.0
2195096,95425,132155,prior,24,1,8,7.0
1734761,2361838,104154,prior,1,1,13,
762083,1781547,45821,prior,14,3,16,30.0
920433,108325,55223,prior,1,1,23,
195253,1694231,11839,prior,10,3,4,7.0
1243171,1087265,74740,prior,85,3,22,3.0
1140494,3028235,68532,prior,19,4,14,13.0
2271165,2602636,136751,prior,6,6,14,30.0
2455265,413055,147775,prior,1,4,10,
2507579,2176224,150965,prior,26,4,11,4.0
578416,2970348,34834,prior,9,1,18,7.0
1563769,804726,93929,prior,5,6,16,30.0
731554,2065256,44035,prior,12,1,13,3.0
750157,1172782,45139,prior,44,3,14,3.0
1774318,1303561,106538,prior,4,3,15,6.0
1465659,645367,88097,prior,48,3,21,1.0
1386306,923636,83321,prior,81,2,15,2.0
2340706,2397163,140919,prior,4,1,13,14.0
2059209,1803495,123780,prior,13,6,11,8.0
2978094,115952,179732,prior,90,3,9,3.0
2332504,2888546,140432,prior,38,6,8,8.0
1969128,2485529,118262,prior,8,2,12,2.0
403860,3035743,24294,prior,17,3,11,6.0
2222271,3325998,133879,prior,8,3,7,19.0
528673,2596996,31873,prior,39,1,13,7.0
2865249,1327384,172869,prior,5,2,12,6.0
1349627,1237401,81094,prior,10,0,18,30.0
3410195,389265,205551,prior,2,4,9,13.0
3327173,3280508,200532,prior,32,2,13,0.0
1560031,1040219,93696,prior,5,6,16,26.0
958310,1855039,57521,prior,11,6,13,19.0
2443763,855105,147069,prior,4,0,9,7.0
275819,302070,16677,prior,14,3,17,14.0
3419794,993023,206124,prior,47,3,12,1.0
254509,1502575,15429,prior,3,2,16,6.0
2596296,2400242,156305,prior,9,0,14,6.0
1858154,2944581,111544,prior,5,0,23,4.0
482754,1145314,29110,prior,11,1,12,4.0
744490,514768,44823,prior,10,6,17,7.0
3180536,1292760,191783,prior,22,0,12,10.0
2611041,1466922,157190,prior,8,1,20,5.0
1601366,157968,96141,prior,26,5,15,9.0
2979056,221931,179783,prior,24,1,15,6.0
2610122,1025355,157136,prior,13,5,12,18.0
1214022,273623,73004,prior,5,6,11,30.0
1554778,1301027,93400,prior,2,4,13,6.0
1122418,128881,67503,prior,9,6,9,24.0
2602691,1971427,156671,prior,16,1,8,27.0
2001243,2899059,120251,train,9,4,12,30.0
2216478,1383107,133527,prior,9,3,11,11.0
515989,3136669,31107,prior,21,0,12,9.0
3109404,772412,187524,prior,7,5,10,0.0
183320,2335751,11076,prior,3,1,16,30.0
2072981,43192,124636,prior,2,1,13,1.0
1133148,761049,68124,prior,20,2,18,14.0
864054,769489,51920,test,4,0,0,9.0
2195100,3419614,132155,prior,28,5,10,3.0
972229,2690793,58419,prior,5,5,12,3.0
1610450,492001,96694,prior,12,6,10,30.0
3274613,2414619,197369,prior,1,5,8,
3297790,2132047,198742,prior,8,3,10,2.0
2501546,797652,150589,prior,7,1,15,19.0
3111375,240336,187629,prior,11,0,14,30.0
334824,1658796,20278,prior,3,5,11,5.0
17634,1383775,1090,prior,4,6,9,2.0
1300974,1191949,78202,prior,17,4,10,7.0
3237941,1167154,195176,prior,79,0,15,6.0
272769,711545,16500,prior,21,5,10,4.0
1325590,2476222,79635,prior,14,3,13,2.0
182982,2394267,11058,prior,27,1,9,3.0
1117645,445714,67234,prior,1,1,12,
850397,1569651,51126,prior,29,0,8,7.0
2512182,1127307,151252,prior,12,2,15,9.0
802319,2493913,48252,prior,4,0,12,24.0
502340,96560,30307,prior,13,6,18,11.0
1377304,2838863,82770,prior,3,6,12,6.0
481875,564852,29058,prior,42,6,16,3.0
1097478,85435,66117,prior,27,6,22,7.0
1736685,1458379,104280,prior,3,4,9,10.0
3338133,2383344,201223,train,16,0,11,15.0
932813,1362526,55949,prior,5,1,14,30.0
2381514,1532411,143313,train,6,0,10,30.0
13142,2105094,831,prior,9,2,14,14.0
328464,27194,19887,prior,9,0,14,30.0
3149934,1339642,189951,prior,6,3,11,30.0
192044,3074321,11632,prior,43,4,12,13.0
2667866,3297117,160601,prior,7,6,19,4.0
1052451,2104609,63338,prior,6,4,15,14.0
965176,1159204,57955,prior,29,1,12,12.0
2607011,899081,156926,test,9,5,11,30.0
3230979,618940,194765,prior,18,5,18,3.0
492572,3418802,29722,prior,4,0,8,7.0
3373030,874087,203270,prior,21,2,10,4.0
462527,164322,27852,prior,26,4,12,10.0
1769353,1041984,106214,prior,6,3,20,3.0
3005279,1595279,181340,prior,3,3,9,6.0
3166989,1614604,190956,prior,35,5,12,10.0
1635950,1069319,98213,test,13,6,12,30.0
1402410,2318784,84259,prior,13,3,9,8.0
1787419,1360512,107360,prior,3,3,17,9.0
2379848,2235902,143222,prior,14,4,13,30.0
2936686,1144892,177172,prior,22,6,17,4.0
32557,254322,2008,prior,1,4,16,
1365536,1498042,82060,prior,3,3,11,30.0
884704,1765125,53150,prior,8,0,22,30.0
1532321,2596572,92040,prior,4,1,15,8.0
2753859,1748984,165974,prior,8,5,14,4.0
1539755,665226,92489,prior,8,0,12,6.0
2855219,146981,172279,prior,31,1,10,15.0
1377435,1284937,82781,prior,10,2,20,2.0
903438,326969,54260,prior,13,0,10,1.0
1607035,1457177,96481,train,24,0,15,7.0
549304,1413786,33106,prior,23,1,13,8.0
199469,242349,12079,prior,2,6,14,11.0
349765,1142210,21158,prior,6,6,20,25.0
417541,1976877,25136,prior,15,2,19,5.0
1477600,2893145,88815,prior,4,4,12,7.0
2724654,2769161,164114,prior,3,1,13,13.0
1356520,2182964,81527,prior,21,0,17,3.0
3080574,1862224,185765,prior,37,5,7,4.0
288953,2622392,17475,prior,7,4,17,11.0
1938822,936660,116418,prior,6,1,15,7.0
431417,2218962,25923,prior,20,3,9,30.0
1109202,1788633,66735,prior,13,1,13,4.0
35361,791775,2197,prior,3,0,8,7.0
3051889,2149379,184079,prior,38,0,11,2.0
2878405,1764385,173672,prior,7,3,19,6.0
1621681,2873764,97386,prior,1,3,17,
2770205,3243808,166996,prior,6,0,17,21.0
1935286,3134898,116238,prior,6,4,16,5.0
2477264,2102736,149075,prior,37,2,15,1.0
2201001,666471,132520,prior,30,1,9,10.0
2748438,191868,165630,prior,10,1,8,8.0
499332,918984,30109,prior,2,4,9,30.0
2233973,2424433,134558,prior,13,0,11,8.0
1533241,80110,92093,prior,13,2,11,5.0
1468892,2498897,88275,prior,43,0,14,0.0
1220361,2736413,73374,prior,14,6,15,30.0
1510679,2243518,90777,prior,26,0,15,4.0
2085869,174514,125407,test,33,6,20,30.0
98152,4103,5938,prior,2,5,18,24.0
